rmse,mae,r2,split,set,model,dataset
0.42697677407203544,0.31659144163131714,0.957768250749868,1,train,attentivefp,esol
0.36158221821606795,0.2698506712913513,0.9711129535827223,2,train,attentivefp,esol
0.4442836688812258,0.3286105990409851,0.953596170149666,3,train,attentivefp,esol
0.4034760476983537,0.29600682854652405,0.9623241699027458,4,train,attentivefp,esol
0.2309953282805539,0.165139302611351,0.9876659139425805,5,train,attentivefp,esol
0.33109224719669167,0.24072325229644775,0.9748274207862383,6,train,attentivefp,esol
0.41084856006397374,0.3062247335910797,0.9622287270852143,7,train,attentivefp,esol
0.43958105980102874,0.31950151920318604,0.9567632907520551,8,train,attentivefp,esol
0.33864556576661436,0.2487015277147293,0.9731485562608627,9,train,attentivefp,esol
0.3223699343092154,0.24250973761081696,0.9756939399389011,10,train,attentivefp,esol
0.24833182990629277,0.18062962591648102,0.9860907997891071,11,train,attentivefp,esol
0.3748746702250639,0.2809082865715027,0.9678261951852069,12,train,attentivefp,esol
0.45973334381420383,0.34687498211860657,0.9533095597435888,13,train,attentivefp,esol
0.40203779124080474,0.309680700302124,0.9629743369207455,14,train,attentivefp,esol
0.37605477052225855,0.2819461524486542,0.9686116511484079,15,train,attentivefp,esol
0.3794330984811314,0.29072874784469604,0.9669334096844803,16,train,attentivefp,esol
0.33483715383749807,0.2460838407278061,0.9744191514536463,17,train,attentivefp,esol
0.4356143197839724,0.3200140595436096,0.9565116106404137,18,train,attentivefp,esol
0.4513903662665554,0.33733320236206055,0.9530323130974416,19,train,attentivefp,esol
0.3633494569470185,0.27242180705070496,0.9697333235662997,20,train,attentivefp,esol
0.31725610404533994,0.2314453423023224,0.9765855742095279,21,train,attentivefp,esol
0.3693422039595762,0.2745301127433777,0.9692455060558036,22,train,attentivefp,esol
0.3353052399445735,0.2440582811832428,0.9742517761194581,23,train,attentivefp,esol
0.41779573371246553,0.3082949221134186,0.9605223440732091,24,train,attentivefp,esol
0.28189263834185946,0.20296384394168854,0.9818694010094579,25,train,attentivefp,esol
0.43943862891130187,0.3227253556251526,0.9548783672970214,26,train,attentivefp,esol
0.459934209545136,0.33912795782089233,0.9520846420209548,27,train,attentivefp,esol
0.27065588413676706,0.197921022772789,0.9838300130019905,28,train,attentivefp,esol
0.41477765995455934,0.30335214734077454,0.9611276711764427,29,train,attentivefp,esol
0.31670782058143004,0.24169236421585083,0.977666275874358,30,train,attentivefp,esol
0.31217614320292275,0.22845235466957092,0.977586913231642,31,train,attentivefp,esol
0.31240554812696775,0.22388210892677307,0.9781727750761467,32,train,attentivefp,esol
0.3995672365943421,0.2978229224681854,0.9627404188651112,33,train,attentivefp,esol
0.4391311822570609,0.3253185451030731,0.9565769530392214,34,train,attentivefp,esol
0.2683646899811702,0.20095236599445343,0.9830285727078095,35,train,attentivefp,esol
0.3872401643024833,0.28455519676208496,0.9661551849658716,36,train,attentivefp,esol
0.41990468189616414,0.3137056529521942,0.95880398631185,37,train,attentivefp,esol
0.3256768679174559,0.24054516851902008,0.9760406757003791,38,train,attentivefp,esol
0.33242471606321417,0.2557777166366577,0.9741021328013765,39,train,attentivefp,esol
0.3471555211321124,0.2645791172981262,0.9731676849536435,40,train,attentivefp,esol
0.25025616872770007,0.18587590754032135,0.9859811941023607,41,train,attentivefp,esol
0.495240656940307,0.38327544927597046,0.94546994064998,42,train,attentivefp,esol
0.44207636848677545,0.3313896358013153,0.953697293339403,43,train,attentivefp,esol
0.3767863680556869,0.28087443113327026,0.9669661242768925,44,train,attentivefp,esol
0.3516911377272078,0.2604847550392151,0.9720162760817066,45,train,attentivefp,esol
0.3317036527269814,0.24261294305324554,0.9743447760386567,46,train,attentivefp,esol
0.39298743171347916,0.2916785180568695,0.9645779294151552,47,train,attentivefp,esol
0.3762712785020383,0.2782328724861145,0.9684860594176355,48,train,attentivefp,esol
0.35071747206423065,0.25753483176231384,0.9714553624440788,49,train,attentivefp,esol
0.5517207850632343,0.41366952657699585,0.9301302225539329,50,train,attentivefp,esol
0.48112024936129455,0.3575759828090668,0.9433223630978357,1,validation,attentivefp,esol
0.6396220893383615,0.4686080813407898,0.8862071088465006,2,validation,attentivefp,esol
0.5793088185062408,0.4476771652698517,0.9430053732040053,3,validation,attentivefp,esol
0.5812449424277508,0.4367755949497223,0.9363423070456593,4,validation,attentivefp,esol
0.6420390409961008,0.4179251790046692,0.922657603524928,5,validation,attentivefp,esol
0.5034320285435862,0.37923797965049744,0.9423799018289695,6,validation,attentivefp,esol
0.5505372988410844,0.4146829843521118,0.9298685058502814,7,validation,attentivefp,esol
0.5036898895161551,0.3895767033100128,0.9316016463963733,8,validation,attentivefp,esol
0.5391123099050815,0.3971182405948639,0.941385490439694,9,validation,attentivefp,esol
0.46447755510327665,0.3417133390903473,0.955002498616701,10,validation,attentivefp,esol
0.6238276453559766,0.41681426763534546,0.9224851359304959,11,validation,attentivefp,esol
0.5695407557904284,0.41433507204055786,0.9326126334304862,12,validation,attentivefp,esol
