rmse,mae,r2,split,set,model,dataset
0.44682120019337207,0.29156845808029175,0.9864816261175949,1,train,attentivefp,freesolv
0.3327723366944955,0.20987823605537415,0.9925250573763701,2,train,attentivefp,freesolv
0.8140353588185216,0.5579322576522827,0.9559194658465431,3,train,attentivefp,freesolv
0.5689367134552281,0.3822835385799408,0.9777451675513847,4,train,attentivefp,freesolv
0.8125376692622837,0.5582088828086853,0.9574038596496882,5,train,attentivefp,freesolv
0.47103483929326656,0.3205200433731079,0.9842242636018528,6,train,attentivefp,freesolv
0.772329172116055,0.5273944139480591,0.9589271159623786,7,train,attentivefp,freesolv
0.681520205466191,0.4670826196670532,0.9684088122292625,8,train,attentivefp,freesolv
0.6234780616280958,0.4362131953239441,0.9740644120931775,9,train,attentivefp,freesolv
0.6947727680257335,0.4749660789966583,0.9611756400664686,10,train,attentivefp,freesolv
0.30285241071665175,0.20131079852581024,0.9937469949418464,11,train,attentivefp,freesolv
0.7566010141318994,0.49989163875579834,0.96421508594937,12,train,attentivefp,freesolv
0.32912109950905866,0.22861944139003754,0.9929086996482384,13,train,attentivefp,freesolv
0.9546525939453828,0.65105801820755,0.9374284607623978,14,train,attentivefp,freesolv
0.3120070264579862,0.20647914707660675,0.9936825275023209,15,train,attentivefp,freesolv
0.8215562746342454,0.5644226670265198,0.9526170545209505,16,train,attentivefp,freesolv
0.5961270434279964,0.41157829761505127,0.9748840384838533,17,train,attentivefp,freesolv
0.3352293046058006,0.24319109320640564,0.9922513406246598,18,train,attentivefp,freesolv
0.24264646694655997,0.17554190754890442,0.9961676171074169,19,train,attentivefp,freesolv
0.49156462902328296,0.3317808508872986,0.9836861724721219,20,train,attentivefp,freesolv
0.2285348199460938,0.14804434776306152,0.9964509782297796,21,train,attentivefp,freesolv
0.5119748530265984,0.3430861830711365,0.9814370840685864,22,train,attentivefp,freesolv
0.5818335178064983,0.4171232581138611,0.9778491829465652,23,train,attentivefp,freesolv
0.47574534476463737,0.3637484610080719,0.9846802927058246,24,train,attentivefp,freesolv
0.6224675848767224,0.4043196439743042,0.9739132296143357,25,train,attentivefp,freesolv
0.31407906218172055,0.20966464281082153,0.9931346042961955,26,train,attentivefp,freesolv
1.0968116959348202,0.7296949028968811,0.9153299448240884,27,train,attentivefp,freesolv
0.8194690546194419,0.572140634059906,0.9564236879753831,28,train,attentivefp,freesolv
0.28089848380047977,0.18570870161056519,0.9940804720903654,29,train,attentivefp,freesolv
0.582849912490897,0.39205676317214966,0.9760580530586014,30,train,attentivefp,freesolv
0.7519727035549792,0.5212656855583191,0.9591881792888671,31,train,attentivefp,freesolv
1.0822531682578538,0.746828556060791,0.9181380433383168,32,train,attentivefp,freesolv
0.7868928824552359,0.5355437994003296,0.959802127291429,33,train,attentivefp,freesolv
0.8242135070344759,0.5451700687408447,0.9510830666011313,34,train,attentivefp,freesolv
0.724743483644043,0.47987091541290283,0.9650032967098301,35,train,attentivefp,freesolv
0.6693218201884139,0.4660217761993408,0.9700246700902194,36,train,attentivefp,freesolv
0.44639771388901583,0.3229355216026306,0.9865461909832329,37,train,attentivefp,freesolv
0.3129493939170021,0.21310214698314667,0.9932039695608346,38,train,attentivefp,freesolv
0.6748598686213454,0.4674667716026306,0.965246440978802,39,train,attentivefp,freesolv
1.1624285604204048,0.8066127896308899,0.9148600689955605,40,train,attentivefp,freesolv
0.46710868221626517,0.30831992626190186,0.9850905547238769,41,train,attentivefp,freesolv
0.6886564195686994,0.4636983871459961,0.9684096031937555,42,train,attentivefp,freesolv
0.5241007801467163,0.34660598635673523,0.9818022927673564,43,train,attentivefp,freesolv
0.3401076070816947,0.25083768367767334,0.9921070499857557,44,train,attentivefp,freesolv
0.5968425921684503,0.42376071214675903,0.9748554906659171,45,train,attentivefp,freesolv
0.2604899811859048,0.17004263401031494,0.9955518547644561,46,train,attentivefp,freesolv
0.9418663072089996,0.6814812421798706,0.9414511888095494,47,train,attentivefp,freesolv
0.3487447350627584,0.24251629412174225,0.9919457428349324,48,train,attentivefp,freesolv
0.44114219734588067,0.3053934574127197,0.9868585143862281,49,train,attentivefp,freesolv
0.36982147562295475,0.2382606565952301,0.9912114889137492,50,train,attentivefp,freesolv
1.008115855847752,0.6684957146644592,0.9424906949128071,1,validation,attentivefp,freesolv
0.5069400041057682,0.352220743894577,0.9780226712691925,2,validation,attentivefp,freesolv
0.9044096445909824,0.628541111946106,0.9512414127030081,3,validation,attentivefp,freesolv
0.8167142515202744,0.5947538614273071,0.9461883240649188,4,validation,attentivefp,freesolv
0.934822104406041,0.667205274105072,0.9348163547620667,5,validation,attentivefp,freesolv
0.8372530345320705,0.5676305890083313,0.9647516026123029,6,validation,attentivefp,freesolv
1.0432373158286907,0.6574579477310181,0.8962318746323144,7,validation,attentivefp,freesolv
1.1126419641161278,0.7349489331245422,0.9262119772284702,8,validation,attentivefp,freesolv
0.9517209702501717,0.49165061116218567,0.9433453706193075,9,validation,attentivefp,freesolv
1.3835534303671781,0.8468532562255859,0.896830069321088,10,validation,attentivefp,freesolv
0.5433548851019647,0.356773316860199,0.9835492923307348,11,validation,attentivefp,freesolv
0.7231060793156193,0.5116539597511292,0.9310742204888793,12,validation,attentivefp,freesolv
0.8618443816834268,0.4901784658432007,0.9459752512593903,13,validation,attentivefp,freesolv
0.9794501678794589,0.665469765663147,0.940306318659525,14,validation,attentivefp,freesolv
1.103709840141133,0.6286971569061279,0.9224748241145935,15,validation,attentivefp,freesolv
0.7496540940837446,0.5469161868095398,0.958630444221468,16,validation,attentivefp,freesolv
1.0286600940858617,0.5773107409477234,0.8974169997459026,17,validation,attentivefp,freesolv
0.6917228189524923,0.49981412291526794,0.9471299352942592,18,validation,attentivefp,freesolv
0.7133520853691397,0.49084240198135376,0.9613036247137385,19,validation,attentivefp,freesolv
0.7377634402310863,0.5014156103134155,0.9618044129204297,20,validation,attentivefp,freesolv
0.885667623222427,0.5300121307373047,0.9427907776469028,21,validation,attentivefp,freesolv
1.0006739610253226,0.616680383682251,0.930276198975838,22,validation,attentivefp,freesolv
1.0294280864319216,0.635453999042511,0.9268177292239123,23,validation,attentivefp,freesolv
1.318223010887424,0.7898719310760498,0.8934934478792949,24,validation,attentivefp,freesolv
1.108272488197877,0.7168307304382324,0.9233874088836199,25,validation,attentivefp,freesolv
0.6476259783582986,0.4056425988674164,0.9756529019436173,26,validation,attentivefp,freesolv
1.144031089887113,0.8046072721481323,0.9428766378271946,27,validation,attentivefp,freesolv
0.6009946099498197,0.4575861096382141,0.958536043712833,28,validation,attentivefp,freesolv
1.0196303396193893,0.5797520279884338,0.958902940599129,29,validation,attentivefp,freesolv
0.6577568012496328,0.4308924376964569,0.9752169316633207,30,validation,attentivefp,freesolv
1.1652861954166875,0.7555335760116577,0.9316665732725661,31,validation,attentivefp,freesolv
1.3532683792092397,0.931577205657959,0.9019794545951321,32,validation,attentivefp,freesolv
1.2780056326418163,0.7196447253227234,0.8549679255234246,33,validation,attentivefp,freesolv
1.0238514419805573,0.7114251852035522,0.9406729377534826,34,validation,attentivefp,freesolv
1.1904684910071117,0.6512743234634399,0.9083583006476796,35,validation,attentivefp,freesolv
0.8930595318429037,0.5962035655975342,0.9381200042076577,36,validation,attentivefp,freesolv
0.7432684405259342,0.48223578929901123,0.9713586961684889,37,validation,attentivefp,freesolv
0.8652312061260397,0.5004878044128418,0.9230773709596666,38,validation,attentivefp,freesolv
0.7652069819066547,0.525724470615387,0.9681243027325043,39,validation,attentivefp,freesolv
1.0892286855255158,0.6881752014160156,0.8836313774818783,40,validation,attentivefp,freesolv
0.9237978004817541,0.3982626795768738,0.9396710300361392,41,validation,attentivefp,freesolv
0.9803183390838988,0.5436195731163025,0.9281909960826941,42,validation,attentivefp,freesolv
0.9127310486484508,0.6022273898124695,0.9344425981558051,43,validation,attentivefp,freesolv
0.663729101523734,0.4214775860309601,0.9405978110154928,44,validation,attentivefp,freesolv
1.6008873237402994,1.0147244930267334,0.862798614488572,45,validation,attentivefp,freesolv
0.8216440928016832,0.519589900970459,0.9507591683092816,46,validation,attentivefp,freesolv
1.063633202260587,0.698628842830658,0.9179822970062494,47,validation,attentivefp,freesolv
0.7254400709942597,0.416122704744339,0.9558563730572491,48,validation,attentivefp,freesolv
